SAMPID,SMATSSCR,SMCENTER,SMPTHNTS,SMRIN,SMTS,SMTSD,SMUBRID,SMTSISCH,SMTSPAX,SMNABTCH,SMNABTCHT,SMNABTCHD,SMGEBTCH,SMGEBTCHD,SMGEBTCHT,SMAFRZE,SMGTC,SME2MPRT,SMCHMPRS,SMNTRART,SMNUMGPS,SMMAPRT,SMEXNCRT,SM550NRM,SMGNSDTC,SMUNMPRT,SM350NRM,SMRDLGTH,SMMNCPB,SME1MMRT,SMSFLGTH,SMESTLBS,SMMPPD,SMNTERRT,SMRRNANM,SMRDTTL,SMVQCFL,SMMNCV,SMTRSCPT,SMMPPDPR,SMCGLGTH,SMGAPPCT,SMUNPDRD,SMNTRNRT,SMMPUNRT,SMEXPEFF,SMMPPDUN,SME2MMRT,SME2ANTI,SMALTALG,SME2SNSE,SMMFLGTH,SME1ANTI,SMSPLTRD,SMBSMMRT,SME1SNSE,SME1PCTS,SMRRNART,SME1MPRT,SMNUM5CD,SMDPMPRT,SME2PCTS
GTEX-11I78-0001-SM-5Q5BE,,B1,,9.9,Blood,Cells - EBV-transformed lymphocytes,EFO_0000572,-86.0,,BP-40621,RNA isolation_Trizol Manual (Cell Pellet),07/10/2013,LCSET-4952,03/29/2014,TruSeq.v1,RNASEQ,,0.9908040000000001,475947.0,0.963116,,0.9931,0.747279,,20003.0,1.0,,76.0,,0.00183861,128.0,0.0,56919400.0,0.0365871,426624.0,57314900.0,3938300.0,,20030.0,28306500.0,,,0.0,0.215837,0.9931,0.742123,56919400.0,0.00284121,12526100.0,11370500.0,12602500.0,122.0,12612500.0,12039000.0,0.00233875,12653300.0,50.0806,0.00744351,0.995395,,0.0,50.1521
GTEX-11LCK-0926-SM-5A5KA,1.0,B1,2 pieces no significant ischemic changes,7.7,Heart,Heart - Left Ventricle,0006566,254.0,1082.0,BP-44264,RNA Extraction from Paxgene-derived Lysate Plate Based,10/03/2013,LCSET-4423,01/29/2014,TruSeq.v1,RNASEQ,,0.991976,210382.0,0.982253,,0.993925,0.8482139999999999,,21147.0,1.0,,76.0,,0.00202819,268.0,0.0,86902200.0,0.0175283,1542000.0,87433400.0,9454580.0,,21162.0,43295600.0,,,0.0,0.13403900000000002,0.993925,0.8430620000000001,86902200.0,0.00370696,19233700.0,18018900.0,19025200.0,259.0,18996800.0,13256900.0,0.00286593,19389300.0,50.5114,0.0176363,0.995873,,0.0,49.7275
GTEX-11NSD-0008-SM-5Q5BC,,B1,,9.8,Skin,Cells - Cultured fibroblasts,EFO_0002009,288.0,,BP-40621,RNA isolation_Trizol Manual (Cell Pellet),07/10/2013,LCSET-4952,03/29/2014,TruSeq.v1,RNASEQ,,0.99221,320571.0,0.9729540000000001,,0.994563,0.854632,,19857.0,1.0,,76.0,,0.00154654,149.0,0.0,61168800.0,0.0266582,179625.0,61503200.0,4634740.0,,19870.0,30447400.0,,,0.0,0.118322,0.994563,0.849985,61168800.0,0.00241033,13575200.0,9653180.0,13652100.0,142.0,13670700.0,14220200.0,0.00197741,13701000.0,50.0553,0.00292058,0.996915,,0.0,50.1411
GTEX-11NSD-1626-SM-5986U,1.0,B1,"6 pieces, well preserved mucosa is ~0.4mm thick, ~15% thickness",8.1,Colon,Colon - Transverse,0001157,128.0,1008.0,BP-44902,RNA Extraction from Paxgene-derived Lysate Plate Based,10/22/2013,LCSET-4417,01/23/2014,TruSeq.v1,RNASEQ,,0.98514,226069.0,0.974037,,0.989668,0.8047810000000001,,23783.0,1.0,,76.0,,0.00276042,144.0,0.0,67598300.0,0.025504699999999998,780222.0,68304100.0,15063500.0,,23813.0,33565400.0,,,0.0,0.169256,0.989668,0.796466,67598300.0,0.00637084,14951900.0,8432670.0,14820400.0,153.0,14884400.0,10384200.0,0.00455737,15165800.0,50.4682,0.011422799999999999,0.9941959999999999,,0.0,49.7791
GTEX-11NV4-0526-SM-5N9BF,1.0,B1,"2 pieces, excellent specimen, some intimal thickening and small focus of medial calcification",8.0,Blood Vessel,Artery - Tibial,0007610,1039.0,709.0,BP-43989,RNA Extraction from Paxgene-derived Lysate Plate Based,09/26/2013,LCSET-4904,03/22/2014,TruSeq.v1,RNASEQ,,0.993425,126110.0,0.976389,,0.9941409999999999,0.849611,,20932.0,1.0,,76.0,,0.00270743,167.0,0.0,80499500.0,0.0231565,370046.0,80973900.0,3515260.0,,20944.0,40103800.0,,,0.0,0.126779,0.9941409999999999,0.844633,80499500.0,0.00319668,17183800.0,5980750.0,17283700.0,190.0,17213200.0,16519500.0,0.00295188,17312600.0,50.144,0.00456994,0.994858,,0.0,50.1449
GTEX-11OF3-2526-SM-5P9JL,0.0,B1,2 pieces; 1 with 20% internal fat,7.7,Muscle,Muscle - Skeletal,0011907,887.0,917.0,BP-47888,RNA Extraction from Paxgene-derived Lysate Plate Based,01/06/2014,LCSET-4916,03/27/2014,TruSeq.v1,RNASEQ,,0.992957,201339.0,0.984231,,0.993511,0.88285,,20387.0,1.0,,76.0,,0.00294785,270.0,0.0,99808400.0,0.0155235,1247430.0,100460000.0,3298460.0,,20401.0,49760200.0,,,0.0,0.101381,0.993511,0.8771209999999999,99808400.0,0.00319303,21878800.0,10125400.0,22025900.0,264.0,21982200.0,22228900.0,0.00307037,21976700.0,49.9937,0.012417200000000002,0.994065,,0.0,50.1675
GTEX-11ONC-0126-SM-5PNW6,0.0,B1,2 pieces; hypertrophied myofibers,5.7,Heart,Heart - Left Ventricle,0006566,656.0,671.0,BP-47888,RNA Extraction from Paxgene-derived Lysate Plate Based,01/06/2014,LCSET-4917,03/27/2014,TruSeq.v1,RNASEQ,,0.991275,171725.0,0.98019,,0.993417,0.872452,,19439.0,1.0,,76.0,,0.00166389,366.0,0.0,76171600.0,0.0197215,4813660.0,76676300.0,6941240.0,,19447.0,37913700.0,,,0.0,0.10773800000000001,0.993417,0.8667090000000001,76171600.0,0.00267023,16904700.0,17217800.0,16957800.0,335.0,16562800.0,6138240.0,0.00216597,17419800.0,51.2609,0.0627789,0.995561,,0.0,50.0784
GTEX-11ONC-2026-SM-5HL61,2.0,B1,6 pieces; 3 with minimal mucosa,6.3,Colon,Colon - Transverse,0001157,708.0,619.0,BP-43753,RNA Extraction from Paxgene-derived Lysate Plate Based,09/19/2013,LCSET-4806,03/02/2014,TruSeq.v1,RNASEQ,,0.991276,203652.0,0.97298,,0.993194,0.773141,,22878.0,1.0,,76.0,,0.00204426,131.0,0.0,63472200.0,0.026768700000000003,544184.0,63907100.0,6933440.0,,22898.0,31595600.0,,,0.0,0.19983900000000002,0.993194,0.767879,63472200.0,0.00283933,13860900.0,6067290.0,13962100.0,149.0,13943800.0,9538930.0,0.00244102,13994900.0,50.0916,0.00851523,0.9951129999999999,,0.0,50.1818
GTEX-11P7K-1226-SM-5HL4X,0.0,B1,6 pieces; well dissected,7.4,Esophagus,Esophagus - Muscularis,0004648,141.0,1028.0,BP-43730,RNA Extraction from Paxgene-derived Lysate Plate Based,09/18/2013,LCSET-4806,03/02/2014,TruSeq.v1,RNASEQ,,0.991294,243333.0,0.9758290000000001,,0.99345,0.862193,,20939.0,1.0,,76.0,,0.00217397,152.0,0.0,65660400.0,0.023865,602769.0,66093300.0,6925270.0,,20948.0,32682400.0,,,0.0,0.11363599999999999,0.99345,0.8565450000000001,65660400.0,0.0032684,14116400.0,8107530.0,14284100.0,161.0,14192800.0,12384400.0,0.0027199999999999998,14344200.0,50.2654,0.00911997,0.995605,,0.0,50.2952
GTEX-11P81-1126-SM-5GU5G,1.0,B1,"6 pieces, each containing muscularis and varying amounts of mucosa",8.2,Colon,Colon - Transverse,0001157,268.0,607.0,BP-44312,RNA Extraction from Paxgene-derived Lysate Plate Based,10/04/2013,LCSET-4803,02/19/2014,TruSeq.v1,RNASEQ,,0.989333,470815.0,0.9739200000000001,,0.992635,0.807066,,23340.0,1.0,,76.0,,0.00176529,207.0,0.0,81942600.0,0.0257683,589489.0,82550600.0,5236210.0,,23367.0,40712000.0,,,0.0,0.166854,0.992635,0.801121,81942600.0,0.00278624,17832400.0,7215460.0,17932600.0,206.0,17941100.0,14212900.0,0.00227407,18078400.0,50.1906,0.00714094,0.995936,,0.0,50.1401
GTEX-11P81-2726-SM-59876,1.0,B1,"2 pieces, well trimmed",6.6,Blood Vessel,Artery - Tibial,0007610,362.0,513.0,BP-44902,RNA Extraction from Paxgene-derived Lysate Plate Based,10/22/2013,LCSET-4417,01/23/2014,TruSeq.v1,RNASEQ,,0.983389,214152.0,0.975693,,0.988722,0.8411209999999999,,21319.0,1.0,,76.0,,0.00251998,145.0,0.0,68778100.0,0.0239052,535318.0,69562600.0,14071000.0,,21327.0,34118100.0,,,0.0,0.134572,0.988722,0.831635,68778100.0,0.00688584,14705000.0,6392900.0,14851400.0,153.0,14931600.0,13299700.0,0.00469114,14964300.0,50.0548,0.00769549,0.9940549999999999,,0.0,50.2477
GTEX-11P82-0006-SM-5N9FY,,B1,,8.7,Blood,Whole Blood,0013756,-114.0,,BP-39959,RNA isolation_PAXgene Blood RNA (Manual),06/17/2013,LCSET-4905,03/23/2014,TruSeq.v1,RNASEQ,,0.986786,1047790.0,0.958623,,0.988511,0.802044,,19880.0,1.0,,76.0,,0.00444814,159.0,0.0,97741500.0,0.0407767,447300.0,98877500.0,4860940.0,,19894.0,48580300.0,,,0.0,0.156579,0.988511,0.79283,97741500.0,0.00454314,21730900.0,75869400.0,21952000.0,181.0,21968300.0,21688200.0,0.00449556,21899400.0,49.9214,0.00452378,0.990237,,0.0,50.2531
GTEX-11TT1-1126-SM-5P9GV,0.0,B1,"2 pieces, focus of solid cell nests",7.1,Thyroid,Thyroid,0002046,82.0,453.0,BP-47888,RNA Extraction from Paxgene-derived Lysate Plate Based,01/06/2014,LCSET-4914,03/27/2014,TruSeq.v1,RNASEQ,,0.9925350000000001,230914.0,0.971181,,0.992567,0.792816,,24328.0,1.0,,76.0,,0.00295838,275.0,0.0,105229000.0,0.0285085,593355.0,106017000.0,3223500.0,,24371.0,52409700.0,,,0.0,0.178365,0.992567,0.7869229999999999,105229000.0,0.00346196,23101200.0,10330200.0,23314300.0,287.0,23172700.0,18223300.0,0.00321017,23248600.0,50.0818,0.00559679,0.992599,,0.0,50.2296
GTEX-11TT1-1326-SM-5PNYM,0.0,B1,2 pieces,8.0,Heart,Heart - Left Ventricle,0006566,88.0,447.0,BP-47888,RNA Extraction from Paxgene-derived Lysate Plate Based,01/06/2014,LCSET-4918,03/29/2014,TruSeq.v1,RNASEQ,,0.993293,214834.0,0.9866159999999999,,0.994168,0.8809870000000001,,19951.0,1.0,,76.0,,0.00320774,268.0,0.0,96891200.0,0.0131332,4399310.0,97459500.0,2617710.0,,19956.0,48285200.0,,,0.0,0.105628,0.994168,0.87585,96891200.0,0.0035861999999999995,21385200.0,17090900.0,21791000.0,292.0,21504700.0,16095300.0,0.0033968,21749100.0,50.2824,0.0451398,0.995044,,0.0,50.4699
GTEX-11TUW-0926-SM-5EQMW,1.0,B1,6 pieces,6.7,Blood Vessel,Artery - Aorta,0001496,737.0,958.0,BP-44312,RNA Extraction from Paxgene-derived Lysate Plate Based,10/04/2013,LCSET-4790,02/19/2014,TruSeq.v1,RNASEQ,,0.989917,228559.0,0.9707129999999999,,0.9920329999999999,0.767145,,21793.0,1.0,,76.0,,0.00221454,131.0,0.0,67904400.0,0.028901999999999997,123910.0,68449800.0,9125630.0,,21824.0,33770800.0,,,0.0,0.203568,0.9920329999999999,0.761033,67904400.0,0.00319578,14820700.0,6526650.0,14877600.0,145.0,14887000.0,12073100.0,0.00270411,14950900.0,50.1071,0.00181023,0.994149,,0.0,50.0959
GTEX-11TUW-1226-SM-5GU7C,1.0,B1,"6 pieces, well trimmed",6.2,Esophagus,Esophagus - Muscularis,0004648,744.0,951.0,BP-43753,RNA Extraction from Paxgene-derived Lysate Plate Based,09/19/2013,LCSET-4803,02/19/2014,TruSeq.v1,RNASEQ,,0.989808,195292.0,0.9677379999999999,,0.99231,0.780224,,22099.0,1.0,,76.0,,0.00201512,130.0,0.0,60804200.0,0.0320796,806577.0,61275400.0,4032150.0,,22122.0,30224400.0,,,0.0,0.18751400000000001,0.99231,0.774223,60804200.0,0.0029113000000000003,13197200.0,6071720.0,13266800.0,162.0,13211700.0,6890330.0,0.00246208,13396100.0,50.3466,0.0131631,0.9948110000000001,,0.0,50.1316
GTEX-11TUW-2026-SM-5EQL8,3.0,B1,"8 pieces, muscularis and severely autolyzed mucosa",6.7,Colon,Colon - Transverse,0001157,778.0,917.0,BP-44312,RNA Extraction from Paxgene-derived Lysate Plate Based,10/04/2013,LCSET-4790,02/19/2014,TruSeq.v1,RNASEQ,,0.988999,295079.0,0.9671860000000001,,0.9917819999999999,0.7528189999999999,,22706.0,1.0,,76.0,,0.00214564,134.0,0.0,71129400.0,0.0326178,448329.0,71718800.0,8434080.0,,22737.0,35367200.0,,,0.0,0.214367,0.9917819999999999,0.746632,71129400.0,0.00337231,15419200.0,6660440.0,15473200.0,164.0,15465000.0,9997310.0,0.00275725,15617100.0,50.2446,0.0062512,0.994563,,0.0,50.0875
GTEX-11UD2-0626-SM-5GU6L,1.0,B1,"2 pieces, no significant findings",6.2,Thyroid,Thyroid,0002046,881.0,1303.0,BP-43730,RNA Extraction from Paxgene-derived Lysate Plate Based,09/18/2013,LCSET-4803,02/19/2014,TruSeq.v1,RNASEQ,,0.990807,182698.0,0.964435,,0.9928370000000001,0.708773,,22560.0,1.0,,76.0,,0.00203226,113.0,0.0,56382900.0,0.0353487,187591.0,56789700.0,3541770.0,,22587.0,28062100.0,,,0.0,0.255662,0.9928370000000001,0.703696,56382900.0,0.00284445,12311600.0,5875360.0,12388000.0,123.0,12382900.0,7932690.0,0.00243753,12427100.0,50.0889,0.00330326,0.9948670000000001,,0.0,50.1546
GTEX-11VI4-1526-SM-5EQKC,1.0,B1,6 pieces well dissected full thickness of colon,8.0,Colon,Colon - Transverse,0001157,166.0,1107.0,BP-44114,RNA Extraction from Paxgene-derived Lysate Plate Based,09/30/2013,LCSET-4790,02/19/2014,TruSeq.v1,RNASEQ,,0.9913569999999999,252838.0,0.973881,,0.993599,0.8015260000000001,,23446.0,1.0,,76.0,,0.00197064,172.0,0.0,72766600.0,0.025712,1540380.0,73235400.0,9443350.0,,23472.0,36217500.0,,,0.0,0.172355,0.993599,0.796396,72766600.0,0.00311134,16115900.0,12584300.0,16166400.0,202.0,16081200.0,10390300.0,0.0025396999999999998,16359900.0,50.4295,0.0210333,0.995842,,0.0,50.0782
GTEX-11VI4-1926-SM-5CVLI,1.0,B1,2 pieces,7.6,Muscle,Muscle - Skeletal,0011907,321.0,952.0,BP-44525,RNA Extraction from Paxgene-derived Lysate Plate Based,10/10/2013,LCSET-4633,02/15/2014,TruSeq.v1,RNASEQ,,0.988648,257066.0,0.983142,,0.9919979999999999,0.8754379999999999,,20046.0,1.0,,76.0,,0.0044586999999999995,178.0,0.0,80082300.0,0.0166344,1310410.0,80728300.0,15783600.0,,20056.0,39788100.0,,,0.0,0.107703,0.9919979999999999,0.868433,80082300.0,0.00633124,17469400.0,9809790.0,17408200.0,200.0,17455500.0,16495100.0,0.00539181,17667600.0,50.302,0.016232299999999998,0.995348,,0.0,49.9123
GTEX-11WQC-2426-SM-5EQKQ,1.0,B1,2 pieces,5.8,Adipose Tissue,Adipose - Subcutaneous,0002190,817.0,541.0,BP-44114,RNA Extraction from Paxgene-derived Lysate Plate Based,09/30/2013,LCSET-4790,02/19/2014,TruSeq.v1,RNASEQ,,0.988899,194488.0,0.9737870000000001,,0.9909209999999999,0.766484,,22716.0,1.0,,76.0,,0.00251607,142.0,0.0,68840500.0,0.0258685,706233.0,69471300.0,8281790.0,,22745.0,34248300.0,,,0.0,0.207304,0.9909209999999999,0.759525,68840500.0,0.00368514,15188500.0,7505650.0,15176700.0,161.0,15156500.0,9967510.0,0.00309941,15345000.0,50.3089,0.0101658,0.992943,,0.0,49.9805
GTEX-11WQC-2626-SM-5CVLF,1.0,B1,"2 pieces, ~10% internal fat, one piece includes portion of tendon",7.0,Muscle,Muscle - Skeletal,0011907,819.0,539.0,BP-44525,RNA Extraction from Paxgene-derived Lysate Plate Based,10/10/2013,LCSET-4633,02/15/2014,TruSeq.v1,RNASEQ,,0.989037,216832.0,0.9808389999999999,,0.992233,0.863733,,21711.0,1.0,,76.0,,0.00481604,131.0,0.0,79589200.0,0.0189556,1073820.0,80212200.0,14295800.0,,21721.0,39545400.0,,,0.0,0.117105,0.992233,0.857024,79589200.0,0.006824500000000001,17334400.0,7622390.0,17363100.0,155.0,17415000.0,17412800.0,0.00581703,17514600.0,50.1426,0.013387200000000002,0.9954280000000001,,0.0,50.0414
GTEX-11WQK-0008-SM-5SI6T,,B1,,10.0,Skin,Cells - Cultured fibroblasts,EFO_0002009,731.0,,BP-45532,RNA isolation_Trizol Manual (Cell Pellet),11/06/2013,LCSET-4995,04/05/2014,TruSeq.v1,RNASEQ,,0.992767,357425.0,0.9763379999999999,,0.994864,0.868344,,20533.0,1.0,,76.0,,0.00166127,211.0,0.0,81191400.0,0.023381,427972.0,81610500.0,7506080.0,,20547.0,40440300.0,,,0.0,0.107993,0.994864,0.863885,81191400.0,0.00258347,18031900.0,11999700.0,18169800.0,218.0,18164600.0,19207100.0,0.0021214000000000003,18205100.0,50.0557,0.00524408,0.9969610000000001,,0.0,50.1905
GTEX-11ZTS-1126-SM-5LU9X,1.0,B1,"2 pieces, nodular goiter, regresive changes",5.9,Thyroid,Thyroid,0002046,648.0,817.0,BP-45139,RNA Extraction from Paxgene-derived Lysate Plate Based,10/28/2013,LCSET-4899,03/23/2014,TruSeq.v1,RNASEQ,,0.989233,235987.0,0.963158,,0.9910049999999999,0.701047,,24037.0,1.0,,76.0,,0.00470783,114.0,0.0,62500600.0,0.036573699999999994,837303.0,63067900.0,5459200.0,,24069.0,31069900.0,,,0.0,0.26211100000000004,0.9910049999999999,0.6947409999999999,62500600.0,0.00384942,13667000.0,8113250.0,13745500.0,133.0,13734900.0,6696810.0,0.0042794,13785300.0,50.0916,0.0132762,0.992776,,0.0,50.1432
GTEX-11ZTS-2726-SM-5EQLU,1.0,B1,"6 pieces, all muscularis",5.8,Esophagus,Esophagus - Gastroesophageal Junction,0004550,709.0,756.0,BP-44312,RNA Extraction from Paxgene-derived Lysate Plate Based,10/04/2013,LCSET-4790,02/19/2014,TruSeq.v1,RNASEQ,,0.9876659999999999,260374.0,0.971723,,0.990477,0.785007,,22408.0,1.0,,76.0,,0.00225423,143.0,0.0,64774500.0,0.0280966,1758510.0,65397200.0,8870960.0,,22431.0,32190000.0,,,0.0,0.18671600000000002,0.990477,0.7775310000000001,64774500.0,0.00354658,14184400.0,6754500.0,14275400.0,171.0,14211800.0,7302080.0,0.00289857,14421300.0,50.3658,0.0268897,0.993288,,0.0,50.1598
GTEX-11ZTT-2626-SM-5EQKK,1.0,B1,"2 pieces, both include attached fat (20 and 50%)",8.2,Muscle,Muscle - Skeletal,0011907,256.0,1067.0,BP-44312,RNA Extraction from Paxgene-derived Lysate Plate Based,10/04/2013,LCSET-4790,02/19/2014,TruSeq.v1,RNASEQ,,0.992459,230940.0,0.9814579999999999,,0.9943799999999999,0.8696450000000001,,20081.0,1.0,,76.0,,0.00205067,206.0,0.0,80608000.0,0.0183178,1262310.0,81063600.0,10589900.0,,20090.0,40157500.0,,,0.0,0.11181300000000001,0.9943799999999999,0.864758,80608000.0,0.0029683000000000005,17704900.0,12124200.0,17681500.0,246.0,17611900.0,15207300.0,0.0025085999999999997,17923500.0,50.4385,0.015571799999999998,0.9963,,0.0,49.9668
GTEX-11ZU8-0005-SM-5PNU5,,B1,,6.2,Blood,Whole Blood,0013756,592.0,,BP-40461,RNA isolation_PAXgene Blood RNA (Manual),07/08/2013,LCSET-4917,03/27/2014,TruSeq.v1,RNASEQ,,0.9598959999999999,127950.0,0.9904290000000001,,0.9616680000000001,0.8146329999999999,,15279.0,1.0,,76.0,,0.00202821,81.0,0.0,80260700.0,0.00789042,199250.0,83459900.0,8869850.0,,15279.0,39906400.0,,,0.0,0.175796,0.9616680000000001,0.783407,80260700.0,0.00355864,19263400.0,149175000.0,19614800.0,115.0,19606600.0,23368600.0,0.00279202,19429500.0,49.7732,0.00238737,0.96344,,0.0,50.452
GTEX-11ZUS-0008-SM-5S2UO,,C1,,10.0,Skin,Cells - Cultured fibroblasts,EFO_0002009,1360.0,,BP-45532,RNA isolation_Trizol Manual (Cell Pellet),11/06/2013,LCSET-4996,04/03/2014,TruSeq.v1,RNASEQ,,0.9938229999999999,406664.0,0.978361,,0.9953879999999999,0.8763799999999999,,20044.0,1.0,,76.0,,0.00163396,281.0,0.0,95037200.0,0.0213591,387068.0,95477600.0,10161100.0,,20062.0,47369000.0,,,0.0,0.101982,0.9953879999999999,0.872338,95037200.0,0.00231226,21226300.0,14316800.0,21351900.0,267.0,21344400.0,23397000.0,0.00197258,21381000.0,50.0428,0.00405402,0.9969530000000001,,0.0,50.1476
GTEX-11ZVC-0011-R1b-SM-5BC6M,,"B1, A1",,6.6,Brain,Brain - Hippocampus,0001954,477.0,,BP-43234,RNA isolation_PAXgene Tissue miRNA,09/06/2013,LCSET-4455,01/18/2014,TruSeq.v1,RNASEQ,,0.982901,344079.0,0.971542,,0.9897290000000001,0.85713,,21323.0,1.0,,76.0,,0.00253331,153.0,0.0,59030700.0,0.0282773,8299200.0,59643300.0,16157700.0,,21337.0,29234400.0,,,0.0,0.11441199999999999,0.9897290000000001,0.848326,59030700.0,0.00558065,13196500.0,17227800.0,12947600.0,200.0,12770600.0,4319530.0,0.00404647,13739500.0,51.8274,0.139147,0.996556,,0.0,49.523999999999994
GTEX-1211K-0006-SM-5MR53,,B1,,9.1,Blood,Whole Blood,0013756,-66.0,,BP-40739,RNA isolation_PAXgene Blood RNA (Manual),07/12/2013,LCSET-4902,03/22/2014,TruSeq.v1,RNASEQ,,0.992936,599477.0,0.962191,,0.9934350000000001,0.80138,,18211.0,1.0,,76.0,,0.00293368,154.0,0.0,85727900.0,0.0373064,249159.0,86294400.0,3359380.0,,18225.0,42734700.0,,,0.0,0.16081099999999998,0.9934350000000001,0.7961189999999999,85727900.0,0.0029595,18906600.0,45594700.0,19068700.0,175.0,19070600.0,18002600.0,0.00294658,18957100.0,49.8507,0.00288731,0.993934,,0.0,50.2134
GTEX-1211K-1026-SM-5EQ4B,1.0,B1,"6 pieces, all muscularis",7.6,Esophagus,Esophagus - Muscularis,0004648,101.0,455.0,BP-44399,RNA Extraction from Paxgene-derived Lysate Plate Based,10/07/2013,LCSET-4767,02/09/2014,TruSeq.v1,RNASEQ,,0.992381,213795.0,0.9784379999999999,,0.994577,0.84541,,21524.0,1.0,,76.0,,0.00173494,208.0,0.0,77078800.0,0.0212966,822535.0,77499100.0,8832640.0,,21538.0,38377500.0,,,0.0,0.133028,0.994577,0.8408260000000001,77078800.0,0.00265558,16730000.0,10015100.0,16835300.0,244.0,16778500.0,13462200.0,0.00219424,16951900.0,50.2571,0.0106135,0.9967729999999999,,0.0,50.1569
GTEX-1211K-1826-SM-5EGJ2,1.0,B1,"6 pieces, all muscularis/adherent fat/serosa, rep delineated",7.8,Colon,Colon - Sigmoid,0001159,135.0,421.0,BP-44399,RNA Extraction from Paxgene-derived Lysate Plate Based,10/07/2013,"LCSET-4766,LCSET-4797",02/11/2014,TruSeq.v1,RNASEQ,,0.9912610000000001,294225.0,0.9766520000000001,,0.9938030000000001,0.8317030000000001,,22657.0,1.0,,76.0,,0.00166993,203.0,0.0,75452700.0,0.0230594,519089.0,75923200.0,6613680.0,,22677.0,37545800.0,,,0.0,0.144949,0.9938030000000001,0.826549,75452700.0,0.00273109,16344600.0,8667640.0,16530600.0,214.0,16508100.0,12955600.0,0.00219916,16544100.0,50.0544,0.00683703,0.996345,,0.0,50.2829
GTEX-1211K-2026-SM-5EQ4Z,0.0,B1,"6 pieces, minimal dermal fat; squamous epithelium is ~40 microns",7.5,Skin,Skin - Sun Exposed (Lower leg),0004264,145.0,411.0,BP-44399,RNA Extraction from Paxgene-derived Lysate Plate Based,10/07/2013,LCSET-4767,02/09/2014,TruSeq.v1,RNASEQ,,0.9758020000000001,244746.0,0.977196,,0.9784149999999999,0.84525,,21937.0,1.0,,76.0,,0.00190611,174.0,0.0,62629600.0,0.0225618,452897.0,64011300.0,7689480.0,,21955.0,31142600.0,,,0.0,0.131946,0.9784149999999999,0.8270059999999999,62629600.0,0.0033302,13772300.0,6937100.0,13879700.0,163.0,13839300.0,11202000.0,0.00261625,13972600.0,50.2396,0.00707526,0.981028,,0.0,50.1943
GTEX-12126-0426-SM-5Q5AP,0.0,C1,2 pieces; scattered tissue holes,6.6,Adipose Tissue,Adipose - Subcutaneous,0002190,930.0,955.0,BP-47888,RNA Extraction from Paxgene-derived Lysate Plate Based,01/06/2014,LCSET-4952,03/29/2014,TruSeq.v1,RNASEQ,,0.989534,194227.0,0.975319,,0.9922139999999999,0.8177810000000001,,22231.0,1.0,,76.0,,0.00210063,149.0,0.0,64316000.0,0.0243511,274158.0,64820700.0,4876870.0,,22245.0,31969400.0,,,0.0,0.157538,0.9922139999999999,0.8114140000000001,64316000.0,0.00321766,14123500.0,6463400.0,14206500.0,154.0,14193400.0,11310900.0,0.00265764,14301800.0,50.1903,0.00422948,0.9948940000000001,,0.0,50.1464
GTEX-12584-0226-SM-5EQL5,1.0,B1,"2 pieces: 1 50% fibrous content, other 20% fibrous",6.4,Adipose Tissue,Adipose - Subcutaneous,0002190,926.0,615.0,BP-45028,RNA Extraction from Paxgene-derived Lysate Plate Based,10/24/2013,LCSET-4790,02/19/2014,TruSeq.v1,RNASEQ,,0.988917,246037.0,0.974453,,0.991395,0.79776,,22638.0,1.0,,76.0,,0.00214457,197.0,0.0,78878700.0,0.0252505,368118.0,79563400.0,10421400.0,,22661.0,39241400.0,,,0.0,0.17669300000000002,0.991395,0.790895,78878700.0,0.00332389,17217200.0,10293000.0,17343200.0,203.0,17293400.0,12238900.0,0.00273276,17456300.0,50.2343,0.00462673,0.993873,,0.0,50.1823
GTEX-12696-0008-SM-5TDBX,,B1,,10.0,Skin,Cells - Cultured fibroblasts,EFO_0002009,599.0,,BP-45532,RNA isolation_Trizol Manual (Cell Pellet),11/06/2013,LCSET-5048,04/03/2014,TruSeq.v1,RNASEQ,,0.987561,449932.0,0.978611,,0.992086,0.8691129999999999,,21239.0,1.0,,76.0,,0.0019307000000000003,214.0,0.0,89383600.0,0.021121599999999997,236195.0,90096600.0,11694300.0,,21251.0,44392500.0,,,0.0,0.109498,0.992086,0.8622350000000001,89383600.0,0.00371013,19989800.0,12632100.0,20090900.0,209.0,20195400.0,22512400.0,0.00281636,20289300.0,50.1159,0.00262158,0.996611,,0.0,50.1262
GTEX-12696-2826-SM-5FQTY,0.0,B1,"2 pieces; ~10% interstitial/adherent fibroadipose tissue, rep. delineated",7.7,Muscle,Muscle - Skeletal,0011907,614.0,1081.0,BP-44114,RNA Extraction from Paxgene-derived Lysate Plate Based,09/30/2013,LCSET-4793,02/19/2014,TruSeq.v1,RNASEQ,,0.9904059999999999,239819.0,0.9820979999999999,,0.9933690000000001,0.864203,,19998.0,1.0,,76.0,,0.00212121,206.0,0.0,79265400.0,0.017649599999999998,596417.0,79794600.0,10800100.0,,20009.0,39444500.0,,,0.0,0.117895,0.9933690000000001,0.8584719999999999,79265400.0,0.00344629,17161500.0,12522800.0,16951500.0,227.0,16958700.0,15676900.0,0.00278177,17367500.0,50.5954,0.00747441,0.996332,,0.0,49.6921
